post,案件,縣市,鄉鎮市區,里,鄰,編號,投開票所,地址,同意票數,不同意票數,有效票數,無效票數,投票數,已領未投票數,發出票數,用於票數,投票權人數,投票率(%),有效同意票數對投票權人數百分比(%),有效不同意票數對投票權人數百分比(%),有效同意與不同意票數對投票權人數百分比差值,odds,log_odds,post
南投縣竹山鎮251,第7案,南投縣,竹山鎮,延和里,"19-22,24",251,延和國中,南投縣竹山鎮鹿山路40號,147,604,751,56,807,0,807,630,1437,56.16%,10.23%,42.03%,-31.8,0.24350273133587153,-1.412627119537304,南投縣竹山鎮251
南投縣集集鎮293,第7案,南投縣,集集鎮,廣明里,7-11,293,玉皇宮,南投縣集集鎮廣明里洞角巷３６號,31,159,190,21,211,0,211,208,419,50.36%,7.40%,37.95%,-30.55,0.19547454431175362,-1.6323251161585526,南投縣集集鎮293
嘉義縣布袋鎮346,第7案,嘉義縣,布袋鎮,菜舖里,全里,346,菜舖社區活動中心,嘉義縣布袋鎮菜舖?24號之1,168,40,208,35,243,0,243,185,428,56.78%,39.25%,9.35%,29.9,4.192019950124688,1.4331827061020466,嘉義縣布袋鎮346
嘉義縣阿里山鄉482,第7案,嘉義縣,阿里山鄉,達邦村,全村,482,達邦舊圖書館,嘉義縣阿里山鄉23之1號,23,70,93,361,454,0,454,373,827,54.9%,2.78%,8.46%,-5.68,0.3295292439372326,-1.1100901765127964,嘉義縣阿里山鄉482
彰化縣埔鹽鄉708,第7案,彰化縣,埔鹽鄉,新水村,6-11,708,四聖宮,彰化縣埔鹽鄉大新路臨5之18號,321,102,423,72,495,0,495,303,798,62.03%,40.23%,12.78%,27.45,3.1449559255631736,1.1457998759248484,彰化縣埔鹽鄉708
彰化縣花壇鄉199,第7案,彰化縣,花壇鄉,文德村,"1,4-6,8,13,15",199,文德村明聖宮(一),彰化縣花壇鄉文德村溪南街66巷16號,430,125,555,48,603,0,603,350,953,63.27%,45.12%,13.12%,32.0,3.438049560351719,1.2349043223168252,彰化縣花壇鄉199
新北市三峽區1950,第7案,新北市,三峽區,龍學里,"37,39-42",1950,北大高中1樓閱覽室,新北市三峽區大義路277號,124,686,810,28,838,0,838,625,1463,57.28%,8.48%,46.89%,-38.41,0.1808774231161638,-1.7099356974862836,新北市三峽區1950
新北市土城區1886,第7案,新北市,土城區,廷寮里,"1-9,13",1886,廷寮社區活動中心(右側),新北市土城區永豐路171號旁,79,170,249,40,289,0,289,1046,1335,21.65%,5.92%,12.73%,-6.81,0.46502057613168724,-0.7656736246282079,新北市土城區1886
新北市新莊區440,第7案,新北市,新莊區,立泰里,1-6,440,新泰國中(910教室),新北市新莊區新泰路359號,575,180,755,70,825,0,825,673,1498,55.07%,38.38%,12.02%,26.36,3.193225985563576,1.161031686537798,新北市新莊區440
新北市新莊區480,第7案,新北市,新莊區,龍鳳里,"1-4,6",480,丹鳳高中(701教室),新北市新莊區龍安路72號,215,685,900,53,953,4,957,689,1646,57.9%,13.06%,41.62%,-28.56,0.3139687636841337,-1.158461776735169,新北市新莊區480
桃園市八德區370,第7案,桃園市,八德區,陸光里,17-25,370,陸光社區活動中心舞台邊,桃園市八德區陸光街50巷1號,84,475,559,54,613,0,613,642,1255,48.84%,6.69%,37.85%,-31.16,0.17701536518627656,-1.7315187412139734,桃園市八德區370
臺中市大里區1450,第7案,臺中市,大里區,金城里,"24,25,29-32,42,46",1450,大里幼兒園-金城分班廣場,臺中市大里區塗城路923巷20號,566,146,712,38,750,0,750,586,1336,56.14%,42.37%,10.93%,31.44,3.874743326488707,1.3544794222859606,臺中市大里區1450
臺中市豐原區436,第7案,臺中市,豐原區,三村里,"1-3,11",436,三村里活動中心(2),臺中市豐原區豐原大道一段609號,161,755,916,0,916,59,975,560,1535,59.67%,10.49%,49.19%,-38.7,0.21334922526817637,-1.5448249006264514,臺中市豐原區436
臺北市中正區1051,第7案,臺北市,中正區,龍光里,1-8,1051,建國中學自強樓119教室,臺北市中正區南海路56號,645,158,803,43,846,0,846,527,1373,61.62%,46.98%,11.51%,35.47,4.080328905755851,1.4061775993227699,臺北市中正區1051
臺北市信義區728,第7案,臺北市,信義區,中行里,21-26,728,福德國小四維樓川堂〈後〉,臺北市信義區福德街253號,182,562,744,35,779,1,780,580,1360,57.28%,13.38%,41.32%,-27.94,0.32396370752535136,-1.127123783274467,臺北市信義區728
臺南市北區882,第7案,臺南市,北區,大興里,"1,2,6-7,9-11,15,17-19",882,大仁社區活動中心,臺南市北區大興里和緯路1段1號,148,470,618,39,657,1,658,868,1526,43.05%,9.70%,30.80%,-21.1,0.3150393533290789,-1.1550577167563318,臺南市北區882
臺南市安南區659,第7案,臺南市,安南區,總頭里,全里,659,興安宮,臺南市安南區總頭里長溪路2段561號,686,221,907,111,1018,0,1018,817,1835,55.48%,37.38%,12.04%,25.34,3.1031207598371777,1.1324083018334445,臺南市安南區659
苗栗縣通霄鎮170,第7案,苗栗縣,通霄鎮,南和里,全里,170,南和社區活動中心,苗栗縣通霄鎮南和里95-1號,316,101,417,60,477,0,477,313,790,60.38%,40.00%,12.78%,27.22,3.1266073194856583,1.1399484931951465,苗栗縣通霄鎮170
苗栗縣頭份市333,第7案,苗栗縣,頭份市,珊湖里,14-21,333,珊湖社區活動中心(一樓),苗栗縣頭份市珊湖里珊湖33-5號,117,411,528,24,552,0,552,376,928,59.48%,12.61%,44.29%,-31.68,0.2848455363658477,-1.255808223300161,苗栗縣頭份市333
高雄市大社區640,第7案,高雄市,大社區,大社里,"1-6,24",640,大社國小(北107),高雄市大社區三民路336號,148,423,571,63,634,0,634,352,986,64.3%,15.01%,42.90%,-27.89,0.3500354526116757,-1.0497208364522688,高雄市大社區640
高雄市岡山區319,第7案,高雄市,岡山區,嘉峰里,13-15,319,慈雲北極殿西側,高雄市岡山區田厝路15號,142,48,190,14,204,0,204,97,301,67.77%,47.18%,15.95%,31.23,2.954261954261954,1.0832488579913395,高雄市岡山區319
高雄市林園區1803,第7案,高雄市,林園區,王公里,"21,23-31",1803,鳳林寺,高雄市林園區王公路236號,513,77,590,31,621,0,621,549,1170,53.08%,43.85%,6.58%,37.27,6.654993514915695,1.8953674773786355,高雄市林園區1803
高雄市苓雅區1157,第7案,高雄市,苓雅區,廣澤里,1-13,1157,苓雅國中午餐教室,高雄市苓雅區四維三路176號,65,147,212,51,263,0,263,731,994,26.46%,6.54%,14.79%,-8.25,0.442556084296397,-0.8151880783928683,高雄市苓雅區1157
臺北市信義區728,第8案,臺北市,信義區,中行里,21-26,728,福德國小四維樓川堂〈後〉,臺北市信義區福德街253號,537,199,736,44,780,2,782,578,1360,57.35%,39.49%,14.63%,24.86,2.6976393771973886,0.9923770858412632,臺北市信義區728
高雄市湖內區154,第8案,高雄市,湖內區,公?里,"2-3,17",154,明宗國小(一)107教室,高雄市湖內區保生路103號,454,159,613,34,647,0,647,432,1079,59.96%,42.08%,14.74%,27.34,2.8541797611565056,1.0487845027601643,高雄市湖內區154
嘉義縣布袋鎮346,第8案,嘉義縣,布袋鎮,菜舖里,全里,346,菜舖社區活動中心,嘉義縣布袋鎮菜舖?24號之1,44,162,206,37,243,0,243,185,428,56.78%,10.28%,37.85%,-27.57,0.27205428747686616,-1.30175364628883,嘉義縣布袋鎮346
臺北市中正區1051,第8案,臺北市,中正區,龍光里,1-8,1051,建國中學自強樓119教室,臺北市中正區南海路56號,59,200,259,56,315,0,315,1058,1373,22.94%,4.30%,14.57%,-10.27,0.29535232383808097,-1.219586317177635,臺北市中正區1051
臺南市北區882,第8案,臺南市,北區,大興里,"1,2,6-7,9-11,15,17-19",882,大仁社區活動中心,臺南市北區大興里和緯路1段1號,451,156,607,52,659,1,660,866,1526,43.18%,29.55%,10.22%,19.33,2.889814221652787,1.061192216892964,臺南市北區882
高雄市林園區1803,第8案,高雄市,林園區,王公里,"21,23-31",1803,鳳林寺,高雄市林園區王公路236號,39,184,223,39,262,0,262,908,1170,22.39%,3.33%,15.73%,-12.4,0.21238457360130367,-1.549356621247712,高雄市林園區1803
新北市三峽區1950,第8案,新北市,三峽區,龍學里,"37,39-42",1950,北大高中1樓閱覽室,新北市三峽區大義路277號,649,162,811,28,839,1,840,623,1463,57.35%,44.36%,11.07%,33.29,4.004318322023442,1.3873733592977924,新北市三峽區1950
新北市新莊區440,第8案,新北市,新莊區,立泰里,1-6,440,新泰國中(910教室),新北市新莊區新泰路359號,178,571,749,79,828,0,828,670,1498,55.27%,11.88%,38.12%,-26.24,0.3118543162318333,-1.1652191353752013,新北市新莊區440
桃園市平鎮區803,第8案,桃園市,平鎮區,平鎮里,19-32,803,鎮安宮,桃園市平鎮區南平路二段26號,580,179,759,50,809,1,810,681,1491,54.26%,38.90%,12.01%,26.89,3.2389726409826913,1.1752561934053525,桃園市平鎮區803
苗栗縣通霄鎮170,第8案,苗栗縣,通霄鎮,南和里,全里,170,南和社區活動中心,苗栗縣通霄鎮南和里95-1號,95,321,416,61,477,0,477,313,790,60.38%,12.03%,40.63%,-28.6,0.29616941762690746,-1.2168236315441239,苗栗縣通霄鎮170
南投縣竹山鎮240,第8案,南投縣,竹山鎮,竹圍里,13-19,240,竹山高中（右側）,南投縣竹山鎮下橫街253號,93,479,572,70,642,0,642,601,1243,51.65%,7.48%,38.54%,-31.06,0.19432268837403463,-1.6382351596060551,南投縣竹山鎮240
嘉義縣阿里山鄉482,第8案,嘉義縣,阿里山鄉,達邦村,全村,482,達邦舊圖書館,嘉義縣阿里山鄉23之1號,340,83,423,31,454,0,454,373,827,54.9%,41.11%,10.04%,31.07,4.09265944645006,1.4091949901517473,嘉義縣阿里山鄉482
高雄市苓雅區1157,第8案,高雄市,苓雅區,廣澤里,1-13,1157,苓雅國中午餐教室,高雄市苓雅區四維三路176號,420,168,588,58,646,0,646,348,994,64.99%,42.25%,16.90%,25.35,2.4991076740035694,0.9159337377607665,高雄市苓雅區1157
彰化縣埔鹽鄉708,第8案,彰化縣,埔鹽鄉,新水村,6-11,708,四聖宮,彰化縣埔鹽鄉大新路臨5之18號,106,313,419,76,495,0,495,303,798,62.03%,13.28%,39.22%,-25.94,0.3388693708080485,-1.0821405827124226,彰化縣埔鹽鄉708
苗栗縣頭屋鄉105,第8案,苗栗縣,頭屋鄉,明德村,1-17,105,明德社區活動中心,苗栗縣頭屋鄉明德村明德路81號,373,91,464,37,501,0,501,293,794,63.1%,46.98%,11.46%,35.52,4.09549945115258,1.4098886759611997,苗栗縣頭屋鄉105
高雄市左營區542,第8案,高雄市,左營區,尾北里,"1-5,11,13,15-17,20-22,25,27,28",542,仙樹三山宮,高雄市左營區左營下路240號,539,201,740,57,797,0,797,795,1592,50.06%,33.86%,12.63%,21.23,2.680755842864247,0.9860987856790168,高雄市左營區542
雲林縣元長鄉202,第8案,雲林縣,元長鄉,內寮村,全村,202,內寮村集會所活動中心,雲林縣元長鄉內寮村姚厝9-1號,120,38,158,11,169,2,171,439,610,27.7%,19.67%,6.23%,13.44,3.1522309711286085,1.1481104469532823,雲林縣元長鄉202
雲林縣大埤鄉494,第8案,雲林縣,大埤鄉,怡然村,全村,494,怡然社區活動中心,雲林縣大埤鄉怡然村復興51號,248,75,323,22,345,0,345,388,733,47.07%,33.83%,10.23%,23.6,3.303595206391478,1.1950113319276663,雲林縣大埤鄉494
南投縣仁愛鄉487,第8案,南投縣,仁愛鄉,互助村,15-22,487,清流活動中心,南投縣仁愛鄉互助村明月巷50-1號,200,49,249,23,272,0,272,175,447,60.85%,44.74%,10.96%,33.78,4.075356415478615,1.4049582067892128,南投縣仁愛鄉487
桃園市八德區370,第8案,桃園市,八德區,陸光里,17-25,370,陸光社區活動中心舞台邊,桃園市八德區陸光街50巷1號,471,88,559,55,614,0,614,641,1255,48.92%,37.53%,7.01%,30.52,5.347332576617481,1.6765978527638616,桃園市八德區370
新北市土城區1886,第8案,新北市,土城區,廷寮里,"1-9,13",1886,廷寮社區活動中心(右側),新北市土城區永豐路171號旁,538,198,736,52,788,0,788,547,1335,59.03%,40.30%,14.83%,25.47,2.716304896516911,0.9992724627908688,新北市土城區1886
臺南市安南區659,第8案,臺南市,安南區,總頭里,全里,659,興安宮,臺南市安南區總頭里長溪路2段561號,254,628,882,142,1024,0,1024,811,1835,55.8%,13.84%,34.22%,-20.38,0.40455341506129594,-0.9049714991342167,臺南市安南區659
南投縣集集鎮293,第8案,南投縣,集集鎮,廣明里,7-11,293,玉皇宮,南投縣集集鎮廣明里洞角巷３６號,153,33,186,25,211,0,211,208,419,50.36%,36.52%,7.88%,28.64,4.625377643504532,1.531558020280621,南投縣集集鎮293
南投縣竹山鎮251,第8案,南投縣,竹山鎮,延和里,"19-22,24",251,延和國中,南投縣竹山鎮鹿山路40號,575,160,735,73,808,0,808,629,1437,56.23%,40.01%,11.13%,28.88,3.5921299188007496,1.2787453187170394,南投縣竹山鎮251
高雄市岡山區319,第8案,高雄市,岡山區,嘉峰里,13-15,319,慈雲北極殿西側,高雄市岡山區田厝路15號,46,138,184,19,203,0,203,98,301,67.44%,15.28%,45.85%,-30.57,0.33381607530774804,-1.0971651104126434,高雄市岡山區319
彰化縣花壇鄉199,第8案,彰化縣,花壇鄉,文德村,"1,4-6,8,13,15",199,文德村明聖宮(一),彰化縣花壇鄉文德村溪南街66巷16號,127,421,548,55,603,0,603,350,953,63.27%,13.33%,44.18%,-30.85,0.3018285442887675,-1.1978961569724738,彰化縣花壇鄉199
新北市新莊區480,第8案,新北市,新莊區,龍鳳里,"1-4,6",480,丹鳳高中(701教室),新北市新莊區龍安路72號,669,225,894,56,950,5,955,691,1646,57.72%,40.64%,13.67%,26.97,2.9724566859173702,1.0893887778760847,新北市新莊區480
新北市新莊區362,第8案,新北市,新莊區,仁愛里,1-10,362,思賢國小(119教室),新北市新莊區自立街229號,151,394,545,87,632,0,632,538,1170,54.02%,12.91%,33.68%,-20.77,0.38340522709972086,-0.9586628149222642,新北市新莊區362
臺北市內湖區332,第8案,臺北市,內湖區,港華里,11-15,332,麗山國中8年20班教室,臺北市內湖區內湖路1段629巷42號,76,207,283,54,337,1,338,1423,1761,19.14%,4.32%,11.75%,-7.43,0.3674553355866731,-1.0011535035338983,臺北市內湖區332
臺中市豐原區436,第8案,臺中市,豐原區,三村里,"1-3,11",436,三村里活動中心(2),臺中市豐原區豐原大道一段609號,695,206,901,69,970,4,974,561,1535,63.19%,45.28%,13.42%,31.86,3.3726346433770016,1.2156942322100268,臺中市豐原區436
臺中市大里區1450,第8案,臺中市,大里區,金城里,"24,25,29-32,42,46",1450,大里幼兒園-金城分班廣場,臺中市大里區塗城路923巷20號,160,535,695,53,748,0,748,588,1336,55.99%,11.98%,40.04%,-28.06,0.29919641188562884,-1.20665502531459,臺中市大里區1450
高雄市大社區640,第8案,高雄市,大社區,大社里,"1-6,24",640,大社國小(北107),高雄市大社區三民路336號,408,154,562,69,631,0,631,355,986,64%,41.38%,15.62%,25.76,2.648280337443219,0.97391050008569,高雄市大社區640
南投縣信義鄉456,第8案,南投縣,信義鄉,神木村,"1-7,12",456,神木社區活動中心,南投縣信義鄉神木巷7號,209,60,269,34,303,0,303,214,517,58.61%,40.43%,11.61%,28.82,3.4792013311148087,1.246802764893426,南投縣信義鄉456
苗栗縣頭份市333,第8案,苗栗縣,頭份市,珊湖里,14-21,333,珊湖社區活動中心(一樓),苗栗縣頭份市珊湖里珊湖33-5號,397,125,522,30,552,0,552,376,928,59.48%,42.78%,13.47%,29.31,3.174260591526779,1.1550747206643404,苗栗縣頭份市333
南投縣仁愛鄉487,第9案,南投縣,仁愛鄉,互助村,15-22,487,清流活動中心,南投縣仁愛鄉互助村明月巷50-1號,57,197,254,18,272,0,272,175,447,60.85%,12.75%,44.07%,-31.32,0.2897006595636733,-1.2389070974967098,南投縣仁愛鄉487
南投縣信義鄉456,第9案,南投縣,信義鄉,神木村,"1-7,12",456,神木社區活動中心,南投縣信義鄉神木巷7號,60,213,273,30,303,0,303,214,517,58.61%,11.61%,41.20%,-29.59,0.28202721726888785,-1.2657516975634096,南投縣信義鄉456
南投縣竹山鎮240,第9案,南投縣,竹山鎮,竹圍里,13-19,240,竹山高中（右側）,南投縣竹山鎮下橫街253號,476,113,589,88,677,0,677,566,1243,54.47%,38.29%,9.09%,29.2,4.209549071618038,1.4373555330783985,南投縣竹山鎮240
嘉義縣布袋鎮346,第9案,嘉義縣,布袋鎮,菜舖里,全里,346,菜舖社區活動中心,嘉義縣布袋鎮菜舖?24號之1,167,40,207,37,244,0,244,184,428,57.01%,39.02%,9.35%,29.67,4.167082294264339,1.4272161012888245,嘉義縣布袋鎮346
彰化縣埔鹽鄉708,第9案,彰化縣,埔鹽鄉,新水村,6-11,708,四聖宮,彰化縣埔鹽鄉大新路臨5之18號,308,106,414,83,497,0,497,301,798,62.28%,38.60%,13.28%,25.32,2.9038642789820925,1.066042359982685,彰化縣埔鹽鄉708
彰化縣花壇鄉199,第9案,彰化縣,花壇鄉,文德村,"1,4-6,8,13,15",199,文德村明聖宮(一),彰化縣花壇鄉文德村溪南街66巷16號,417,129,546,55,601,2,603,350,953,63.06%,43.76%,13.54%,30.22,3.230828814872192,1.1727387033503027,彰化縣花壇鄉199
新北市新莊區362,第9案,新北市,新莊區,仁愛里,1-10,362,思賢國小(119教室),新北市新莊區自立街229號,428,168,596,76,672,0,672,498,1170,57.44%,36.58%,14.36%,22.22,2.5466983938132066,0.9347977727363306,新北市新莊區362
新北市新莊區440,第9案,新北市,新莊區,立泰里,1-6,440,新泰國中(910教室),新北市新莊區新泰路359號,603,161,764,66,830,0,830,668,1498,55.41%,40.25%,10.75%,29.5,3.7436374922408446,1.3200577302740124,新北市新莊區440
桃園市平鎮區803,第9案,桃園市,平鎮區,平鎮里,19-32,803,鎮安宮,桃園市平鎮區南平路二段26號,156,601,757,50,807,1,808,683,1491,54.12%,10.46%,40.31%,-29.85,0.2596905672932956,-1.3482644825237302,桃園市平鎮區803
臺北市中正區1051,第9案,臺北市,中正區,龍光里,1-8,1051,建國中學自強樓119教室,臺北市中正區南海路56號,608,193,801,39,840,0,840,533,1373,61.18%,44.28%,14.06%,30.22,3.149145520455723,1.1471311526915955,臺北市中正區1051
臺北市內湖區332,第9案,臺北市,內湖區,港華里,11-15,332,麗山國中8年20班教室,臺北市內湖區內湖路1段629巷42號,731,217,948,46,994,1,995,766,1761,56.45%,41.51%,12.32%,29.19,3.367572547213266,1.2141921724150242,臺北市內湖區332
臺南市安南區659,第9案,臺南市,安南區,總頭里,全里,659,興安宮,臺南市安南區總頭里長溪路2段561號,648,248,896,114,1010,0,1010,825,1835,55.04%,35.31%,13.51%,21.8,2.6122531237404276,0.9602131147359151,臺南市安南區659
苗栗縣通霄鎮170,第9案,苗栗縣,通霄鎮,南和里,全里,170,南和社區活動中心,苗栗縣通霄鎮南和里95-1號,309,110,419,60,479,0,479,311,790,60.63%,39.11%,13.92%,25.19,2.8074477747502273,1.0322758054094365,苗栗縣通霄鎮170
苗栗縣頭屋鄉105,第9案,苗栗縣,頭屋鄉,明德村,1-17,105,明德社區活動中心,苗栗縣頭屋鄉明德村明德路81號,80,391,471,30,501,0,501,293,794,63.1%,10.08%,49.24%,-39.16,0.20480695474303245,-1.585687427687155,苗栗縣頭屋鄉105
雲林縣元長鄉202,第9案,雲林縣,元長鄉,內寮村,全村,202,內寮村集會所活動中心,雲林縣元長鄉內寮村姚厝9-1號,39,120,159,12,171,0,171,439,610,28.03%,6.39%,19.67%,-13.28,0.3255620316402998,-1.1222022620946177,雲林縣元長鄉202
雲林縣大埤鄉494,第9案,雲林縣,大埤鄉,怡然村,全村,494,怡然社區活動中心,雲林縣大埤鄉怡然村復興51號,74,249,323,21,344,0,344,389,733,46.93%,10.10%,33.97%,-23.87,0.29747089522280207,-1.2124388899660936,雲林縣大埤鄉494
高雄市左營區542,第9案,高雄市,左營區,尾北里,"1-5,11,13,15-17,20-22,25,27,28",542,仙樹三山宮,高雄市左營區左營下路240號,165,586,751,56,807,0,807,785,1592,50.69%,10.36%,36.81%,-26.45,0.2816925439344822,-1.2669390725563012,高雄市左營區542
高雄市林園區1803,第9案,高雄市,林園區,王公里,"21,23-31",1803,鳳林寺,高雄市林園區王公路236號,483,105,588,35,623,0,623,547,1170,53.25%,41.28%,8.97%,32.31,4.596574690770695,1.5253113936774556,高雄市林園區1803
高雄市湖內區154,第9案,高雄市,湖內區,公?里,"2-3,17",154,明宗國小(一)107教室,高雄市湖內區保生路103號,138,469,607,37,644,0,644,435,1079,59.68%,12.79%,43.47%,-30.68,0.2943935195054359,-1.222837904919166,高雄市湖內區154
屏東縣高樹鄉384,第10案,屏東縣,高樹鄉,建興村,全村,384,建興社區大路關寮活動中心,屏東縣高樹鄉建興村大山一路83號,282,232,514,63,577,0,577,571,1148,50.26%,24.56%,20.21%,4.35,1.2154243860404998,0.1950933047275593,屏東縣高樹鄉384
彰化縣埤頭鄉899,第10案,彰化縣,埤頭鄉,合興村,1-10,899,埤頭鄉立圖書館,彰化縣埤頭鄉文鄉路135號,49,129,178,29,207,0,207,855,1062,19.49%,4.61%,12.15%,-7.54,0.3803253292021689,-0.9667282630521219,彰化縣埤頭鄉899
彰化縣溪湖鎮673,第10案,彰化縣,溪湖鎮,忠覺里,全里,673,忠覺里玄天宮,彰化縣溪湖鎮忠覺里崙子腳路忠覺巷,543,149,692,45,737,0,737,542,1279,57.62%,42.46%,11.65%,30.81,3.642521797451375,1.2926762432701069,彰化縣溪湖鎮673
彰化縣竹塘鄉1037,第10案,彰化縣,竹塘鄉,小西村,全村,1037,小西村清祖寺活動中心,彰化縣竹塘鄉竹西路122號,341,100,441,42,483,0,483,260,743,65.01%,45.90%,13.46%,32.44,3.407592407592408,1.2260060031034252,彰化縣竹塘鄉1037
新北市土城區1834,第10案,新北市,土城區,復興里,25-34,1834,信義國小,新北市土城區四川路2段245巷60號,339,504,843,24,867,0,867,568,1435,60.42%,23.62%,35.12%,-11.5,0.6726839912715731,-0.3964796119569923,新北市土城區1834
新北市板橋區1229,第10案,新北市,板橋區,溪北里,9-18,1229,沙崙國小(永傳社教中心),新北市板橋區篤行路二段132號,147,290,437,32,469,1,470,1082,1552,30.22%,9.47%,18.69%,-9.22,0.5070665287831781,-0.6791130635199666,新北市板橋區1229
新竹市東區70,第10案,新竹市,東區,龍山里,13-15,70,光武國中3年13班教室,新竹市東區龍山里光復路一段512號,300,332,632,6,638,0,638,519,1157,55.14%,25.93%,28.69%,-2.76,0.9036434808792533,-0.10132037593637941,新竹市東區70
臺中市后里區363,第10案,臺中市,后里區,義德里,11-17,363,后里國小(4),臺中市后里區甲后路一段168號,190,532,722,26,748,0,748,550,1298,57.63%,14.64%,40.99%,-26.35,0.35726367224205974,-1.0292811921079401,臺中市后里區363
臺北市士林區303,第10案,臺北市,士林區,臨溪里,1-7,303,臨溪區民活動中心（衛理女中對面）,臺北市士林區至善路2段286號,466,233,699,20,719,0,719,712,1431,50.24%,32.56%,16.28%,16.28,1.9995709995709998,0.692932657336984,臺北市士林區303
高雄市大寮區1772,第10案,高雄市,大寮區,中興里,"1,2,4,5,7,8,12,16,18,37-39,41,",1772,中興里奧思幼兒園(會議室),高雄市大寮區中正路4號,198,599,797,29,826,0,826,652,1478,55.89%,13.40%,40.53%,-27.13,0.33066266065765315,-1.1066565753853739,高雄市大寮區1772
高雄市左營區560,第10案,高雄市,左營區,?南里,全里,560,?後北極殿,高雄市左營區海平路2號,276,101,377,26,403,0,403,200,603,66.83%,45.77%,16.75%,29.02,2.7309594460929776,1.0046529929096832,高雄市左營區560
高雄市林園區1803,第10案,高雄市,林園區,王公里,"21,23-31",1803,鳳林寺,高雄市林園區王公路236號,500,156,656,26,682,0,682,488,1170,58.29%,42.74%,13.33%,29.41,3.203715566944267,1.1643112509034719,高雄市林園區1803
屏東縣高樹鄉384,第11案,屏東縣,高樹鄉,建興村,全村,384,建興社區大路關寮活動中心,屏東縣高樹鄉建興村大山一路83號,242,293,535,52,587,0,587,561,1148,51.13%,21.08%,25.52%,-4.44,0.8259979529170931,-0.191162983772834,屏東縣高樹鄉384
彰化縣埤頭鄉899,第11案,彰化縣,埤頭鄉,合興村,1-10,899,埤頭鄉立圖書館,彰化縣埤頭鄉文鄉路135號,458,172,630,27,657,0,657,405,1062,61.86%,43.13%,16.20%,26.93,2.661824520627542,0.9790117976752027,彰化縣埤頭鄉899
彰化縣溪湖鎮673,第11案,彰化縣,溪湖鎮,忠覺里,全里,673,忠覺里玄天宮,彰化縣溪湖鎮忠覺里崙子腳路忠覺巷,171,504,675,62,737,0,737,542,1279,57.62%,13.37%,39.41%,-26.04,0.3394167823844475,-1.0805264801904375,彰化縣溪湖鎮673
彰化縣竹塘鄉1037,第11案,彰化縣,竹塘鄉,小西村,全村,1037,小西村清祖寺活動中心,彰化縣竹塘鄉竹西路122號,98,333,431,52,483,0,483,260,743,65.01%,13.19%,44.82%,-31.63,0.2945061543080156,-1.2224553786283168,彰化縣竹塘鄉1037
新北市土城區1834,第11案,新北市,土城區,復興里,25-34,1834,信義國小,新北市土城區四川路2段245巷60號,557,321,878,25,903,0,903,532,1435,62.93%,38.82%,22.37%,16.45,1.7349735284957957,0.5509921559313016,新北市土城區1834
新北市板橋區1229,第11案,新北市,板橋區,溪北里,9-18,1229,沙崙國小(永傳社教中心),新北市板橋區篤行路二段132號,602,327,929,31,960,1,961,591,1552,61.86%,38.79%,21.07%,17.72,1.840721491898502,0.6101576099260639,新北市板橋區1229
新竹市東區70,第11案,新竹市,東區,龍山里,13-15,70,光武國中3年13班教室,新竹市東區龍山里光復路一段512號,330,305,635,4,639,0,639,518,1157,55.23%,28.52%,26.36%,2.16,1.081940347427073,0.0787560471365233,新竹市東區70
