post,案件,縣市,鄉鎮市區,里,鄰,編號,投開票所,地址,同意票數,不同意票數,有效票數,無效票數,投票數,已領未投票數,發出票數,用於票數,投票權人數,投票率(%),有效同意票數對投票權人數百分比(%),有效不同意票數對投票權人數百分比(%),有效同意與不同意票數對投票權人數百分比差值,odds,log_odds,post
新北市三重區810,第15案,新北市,三重區,厚德里,1-11,810,厚德市民活動中心,新北市三重區三和路三段170巷49號,572,297,869,37,906,0,906,695,1601,56.59%,35.73%,18.55%,17.18,1.9256142712891282,0.6552450188059211,新北市三重區810
新北市中和區1352,第15案,新北市,中和區,景平里,"1-7,28-33",1352,巡守隊崗亭,新北市中和區景新街２７３巷３２號旁,578,280,858,40,898,0,898,1093,1991,45.1%,29.03%,14.06%,14.97,2.0639057479471616,0.7246001818223675,新北市中和區1352
新北市中和區1405,第15案,新北市,中和區,德穗里,"1,2,11,12,14-16,19,30,31",1405,時代幼兒園,新北市中和區莒光路８４巷２２號,455,256,711,27,738,0,738,645,1383,53.36%,32.90%,18.51%,14.39,1.7770402186645842,0.5749491818171167,新北市中和區1405
新北市五股區247,第15案,新北市,五股區,福德里,9-19,247,新加坡花園城堡大樓中庭,新北市五股區登林路81號,523,292,815,48,863,0,863,780,1643,52.53%,31.83%,17.77%,14.06,1.7908250599109894,0.5826764409828701,新北市五股區247
新北市新店區2053,第15案,新北市,新店區,明德里,20-27,2053,大豐國小,新北市新店區民族路108號,258,452,710,42,752,0,752,479,1231,61.09%,20.96%,36.72%,-15.76,0.570891395708914,-0.5605562875759912,新北市新店區2053
新北市新莊區425,第15案,新北市,新莊區,中平里,"1,8-12",425,榮富國小(1年7班),新北市新莊區中和街193號,340,531,871,18,889,0,889,595,1484,59.91%,22.91%,35.78%,-12.87,0.6403690453775184,-0.44571063541520367,新北市新莊區425
新北市新莊區470,第15案,新北市,新莊區,祥鳳里,10-18,470,牡丹心市民活動中心(6樓),新北市新莊區雙鳳路75號6樓,211,363,574,29,603,0,603,455,1058,56.99%,19.94%,34.31%,-14.37,0.5813825392453869,-0.5423463235660153,新北市新莊區470
新北市板橋區1021,第15案,新北市,板橋區,明翠里,19-22,1021,新埔國小(130教室),新北市板橋區陽明街206號,268,415,683,33,716,0,716,506,1222,58.59%,21.93%,33.96%,-12.03,0.6458684654300169,-0.43715940981707946,新北市板橋區1021
新北市板橋區1048,第15案,新北市,板橋區,青翠里,9-15,1048,青翠、柏翠、嵐翠市民活動中心(右側),新北市板橋區文化路二段654號之11(華江橋下),269,626,895,60,955,0,955,455,1410,67.73%,19.08%,44.40%,-25.32,0.4298035457594634,-0.8444270450184045,新北市板橋區1048
新北市板橋區1141,第15案,新北市,板橋區,鄉雲里,9-10、14-20,1141,宏法禪寺,新北市板橋區大明街15巷15號,259,482,741,35,776,0,776,524,1300,59.69%,19.92%,37.08%,-17.16,0.5374403650694877,-0.6209374738435123,新北市板橋區1141
新北市汐止區2349,第15案,新北市,汐止區,福安里,13-16,2349,秀峰國民小學,新北市汐止區仁愛路90號,596,337,933,39,972,0,972,777,1749,55.57%,34.08%,19.27%,14.81,1.7683180065262534,0.5700288159858659,新北市汐止區2349
新北市汐止區2356,第15案,新北市,汐止區,復興里,"10,19-24",2356,陽光四季社區中庭,新北市汐止區龍安路36號,453,733,1186,56,1242,4,1246,874,2120,58.58%,21.37%,34.58%,-13.21,0.6180602919110626,-0.4811692665564484,新北市汐止區2356
新北市淡水區104,第15案,新北市,淡水區,學府里,1-8,104,鄧公國小,新北市淡水區學府路99號,364,666,1030,38,1068,0,1068,949,2017,52.95%,18.05%,33.02%,-14.97,0.5466146224290647,-0.604011254237746,新北市淡水區104
新北市淡水區113,第15案,新北市,淡水區,永吉里,全里,113,永吉里集會所,新北市淡水區清水街212號,173,290,463,39,502,0,502,339,841,59.69%,20.57%,34.48%,-13.91,0.5966907962771457,-0.516356228945195,新北市淡水區113
新北市淡水區97,第15案,新北市,淡水區,北投里,18-19,97,新市國小,新北市淡水區中山北路2段200號,308,553,861,24,885,0,885,691,1576,56.15%,19.54%,35.09%,-15.55,0.5570421261977943,-0.5851144113980101,新北市淡水區97
新北市雙溪區2267,第15案,新北市,雙溪區,新基里,8-14,2267,南天宮,新北市雙溪區新基北街64號,38,95,133,15,148,0,148,138,286,51.75%,13.29%,33.22%,-19.93,0.4006309148264985,-0.9147146874186892,新北市雙溪區2267
新竹縣北埔鄉361,第15案,新竹縣,北埔鄉,大林村,1-8,361,大林社區活動中心,新竹縣北埔鄉大林村大林街２０號,303,123,426,10,436,0,436,327,763,57.14%,39.71%,16.12%,23.59,2.4622258326563773,0.9010657508733498,新竹縣北埔鄉361
新竹縣寶山鄉365,第15案,新竹縣,寶山鄉,雙溪村,8-15,365,雙溪辦公大樓1樓,新竹縣寶山鄉三峰路2段622巷5號,509,301,810,16,826,0,826,611,1437,57.48%,35.42%,20.95%,14.47,1.6908003985386915,0.5252020254206021,新竹縣寶山鄉365
新竹縣湖口鄉267,第15案,新竹縣,湖口鄉,中興村,11-23,267,中興國民小學(二),新竹縣湖口鄉吉祥街43號,540,215,755,29,784,0,784,850,1634,47.98%,33.05%,13.16%,19.89,2.5109251510925152,0.9206512713251611,新竹縣湖口鄉267
新竹縣湖口鄉271,第15案,新竹縣,湖口鄉,鳳凰村,"13-17,22-25",271,華興國民小學(二),新竹縣湖口鄉文化路171號,163,347,510,17,527,0,527,693,1220,43.2%,13.36%,28.44%,-15.08,0.4698934024776721,-0.7552494132407725,新竹縣湖口鄉271
新竹縣竹北市101,第15案,新竹縣,竹北市,尚義里,9-16,101,天德宮,新竹縣竹北市尚義街828號,146,259,405,60,465,0,465,317,782,59.46%,18.67%,33.12%,-14.45,0.5638749517560787,-0.5729227688114106,新竹縣竹北市101
新竹縣竹北市103,第15案,新竹縣,竹北市,崇義里,7-13,103,新竹區漁會竹北辦事處,新竹縣竹北市鳳岡路三段507巷57號,317,140,457,20,477,0,477,460,937,50.91%,33.83%,14.94%,18.89,2.26338329764454,0.8168607282013404,新竹縣竹北市103
新竹縣竹北市11,第15案,新竹縣,竹北市,東平里,13-17,11,東興國民小學(二),新竹縣竹北市嘉豐十一路二段100號,519,337,856,38,894,0,894,601,1495,59.8%,34.72%,22.54%,12.18,1.539899139721151,0.4317169205931683,新竹縣竹北市11
桃園市中壢區667,第15案,桃園市,中壢區,中正里,1-9,667,中正國小二年一班,桃園市中壢區榮民路329號,531,255,786,39,825,0,825,939,1764,46.77%,30.10%,14.46%,15.64,2.0819286554292438,0.7332947022805879,桃園市中壢區667
桃園市平鎮區840,第15案,桃園市,平鎮區,廣興里,"1-14,16",840,復旦國小3108教室,桃園市平鎮區廣平街1號,200,483,683,47,730,0,730,577,1307,55.85%,15.30%,36.95%,-21.65,0.41419995860070374,-0.8814064299706733,桃園市平鎮區840
桃園市桃園區208,第15案,桃園市,桃園區,會稽里,"16-19,24,25",208,快樂國小212教室,桃園市桃園區會稽里8鄰大有路789號,263,493,756,23,779,5,784,1033,1817,42.87%,14.47%,27.13%,-12.66,0.533563171770432,-0.6281778051838333,桃園市桃園區208
桃園市楊梅區964,第15案,桃園市,楊梅區,紅梅里,1-13,964,楊梅國小一年一班,桃園市楊梅區校前路1號,468,206,674,55,729,0,729,545,1274,57.22%,36.73%,16.17%,20.56,2.2712275594371665,0.8203204604096116,桃園市楊梅區964
桃園市蘆竹區411,第15案,桃園市,蘆竹區,大竹里,1-12,411,大竹國小一年五班,桃園市蘆竹區大竹路556號,713,335,1048,53,1101,0,1101,1088,2189,50.3%,32.57%,15.30%,17.27,2.128021486123545,0.7551926682909931,桃園市蘆竹區411
臺中市北區1063,第15案,臺中市,北區,長青里,"5-8,17,18",1063,立人國小會議室(達人樓1樓),臺中市北區北平路一段60號,305,504,809,25,834,0,834,663,1497,55.71%,20.37%,33.67%,-13.3,0.6052370561396548,-0.5021350693659612,臺中市北區1063
臺中市北屯區847,第15案,臺中市,北屯區,北屯里,"3,4,7,10,12-14,16,18",847,基督教北屯浸信會,臺中市北屯區興安路一段18號,606,285,891,47,938,0,938,768,1706,54.98%,35.52%,16.71%,18.81,2.1259207295685725,0.7542049930386131,臺中市北屯區847
臺中市南區1250,第15案,臺中市,南區,樹義里,"7-10,16,19,23,30-31,47",1250,樹義國小(3),臺中市南區福田路１１號,305,606,911,60,971,0,971,729,1700,57.12%,17.94%,35.65%,-17.71,0.5033822801517902,-0.6864053972346152,臺中市南區1250
臺中市大肚區287,第15案,臺中市,大肚區,中和里,全里,287,中和社區活動中心,臺中市大肚區南榮路299號,165,362,527,56,583,0,583,279,862,67.63%,19.14%,42.00%,-22.86,0.45595139464236395,-0.7853690658455132,臺中市大肚區287
臺中市大里區1366,第15案,臺中市,大里區,東湖里,"25,26,30,36,37,38",1366,青年高中(3),臺中市大里區中湖路100號,547,271,818,56,874,3,877,838,1715,50.96%,31.90%,15.80%,16.1,2.018074511250461,0.7021438445651603,臺中市大里區1366
臺中市大里區1435,第15案,臺中市,大里區,日新里,"5-16,28,30-32",1435,大里幼兒園-日新分班(2),臺中市大里區日新路383號,530,245,775,59,834,0,834,585,1419,58.77%,37.35%,17.27%,20.08,2.162790697674419,0.7713993774596937,臺中市大里區1435
臺中市大里區1450,第15案,臺中市,大里區,金城里,"24,25,29-32,42,46",1450,大里幼兒園-金城分班廣場,臺中市大里區塗城路923巷20號,231,486,717,42,759,0,759,577,1336,56.81%,17.29%,36.38%,-19.09,0.47541658095042166,-0.7435638467710749,臺中市大里區1450
臺中市大雅區531,第15案,臺中市,大雅區,文雅里,10-18,531,文雅國小(2),臺中市大雅區中山北路235號,717,339,1056,64,1120,0,1120,797,1917,58.42%,37.40%,17.68%,19.72,2.1147154231790033,0.7489202517569363,臺中市大雅區531
臺中市太平區1297,第15案,臺中市,太平區,建國里,1-10,1297,建平國小(1),臺中市太平區精美路201號,218,475,693,57,750,0,750,628,1378,54.43%,15.82%,34.47%,-18.65,0.45906125026310246,-0.7785716349852924,臺中市太平區1297
臺中市東勢區1523,第15案,臺中市,東勢區,福隆里,"3,4,11,12,16,17,19-21",1523,三聖宮,臺中市東勢區東和街117巷3號,588,196,784,42,826,0,826,546,1372,60.2%,42.86%,14.29%,28.57,2.9989801121876596,1.0982722682636097,臺中市東勢區1523
臺中市東區1161,第15案,臺中市,東區,干城里,1-10,1161,進德國小教師辦公室,臺中市東區進化路135號,218,462,680,70,750,0,750,461,1211,61.93%,18.00%,38.15%,-20.15,0.4719757628219,-0.7508276446686374,臺中市東區1161
臺中市清水區143,第15案,臺中市,清水區,橋頭里,"32-34,36-38",143,安興宮辦公室,臺中市清水區橋江北街一段66之6號,280,619,899,42,941,0,941,683,1624,57.94%,17.24%,38.12%,-20.88,0.45243094815054113,-0.7931201282591236,臺中市清水區143
臺中市潭子區612,第15案,臺中市,潭子區,大富里,1-5,612,大富社區活動中心,臺中市潭子區民族路三段37號,239,591,830,32,862,0,862,539,1401,61.53%,17.06%,42.18%,-25.12,0.40450008458805614,-0.9051033333660449,臺中市潭子區612
臺中市豐原區427,第15案,臺中市,豐原區,中興里,"11,13,15,16,19-23",427,中興里活動中心(2),臺中市豐原區三村路98之1號,275,654,929,37,966,0,966,626,1592,60.68%,17.27%,41.08%,-23.81,0.420577893288488,-0.8661255770366382,臺中市豐原區427
臺中市龍井區247,第15案,臺中市,龍井區,福田里,全里,247,福田社區活動中心,臺中市龍井區茄投路福頭崙巷13號,150,367,517,29,546,0,546,492,1038,52.6%,14.45%,35.36%,-20.91,0.40888041405611547,-0.8943325518633725,臺中市龍井區247
臺中市龍井區263,第15案,臺中市,龍井區,龍泉里,1-7,263,龍泉國小(1),臺中市龍井區龍新路162號,230,491,721,42,763,0,763,659,1422,53.66%,16.17%,34.53%,-18.36,0.46854001221747094,-0.7581337760038788,臺中市龍井區263
臺北市中山區838,第15案,臺北市,中山區,永安里,20-26,838,永安國小(地下1樓學生活動教室),臺北市中山區明水路397巷19弄1號,487,394,881,26,907,0,907,717,1624,55.85%,29.99%,24.26%,5.73,1.2359807155544278,0.21186475661153895,臺北市中山區838
臺北市信義區709,第15案,臺北市,信義區,國業里,13-18,709,興雅國中9年2班,臺北市信義區松德路168巷15號,484,261,745,31,776,0,776,478,1254,61.88%,38.60%,20.81%,17.79,1.8540788969743394,0.6173880212405656,臺北市信義區709
臺北市內湖區369,第15案,臺北市,內湖區,葫洲里,1-6,369,明湖國中7年20班教室,臺北市內湖區康寧路3段60號,641,376,1017,32,1049,0,1049,675,1724,60.85%,37.18%,21.81%,15.37,1.7045998404679605,0.5333303855169208,臺北市內湖區369
臺北市內湖區375,第15案,臺北市,內湖區,紫陽里,"5,9,19-21",375,內湖高中102教室,臺北市內湖區文德路218號,404,676,1080,46,1126,0,1126,665,1791,62.87%,22.56%,37.74%,-15.18,0.5976926490164177,-0.5146786220122042,臺北市內湖區375
臺北市北投區1,第15案,臺北市,北投區,建民里,1-7,1,中正高中綜合教室,臺北市北投區文林北路77號,462,286,748,55,803,0,803,510,1313,61.16%,35.19%,21.78%,13.41,1.6151695211464523,0.4794399178201561,臺北市北投區1
臺北市北投區31,第15案,臺北市,北投區,永和里,6-9,31,明山宮,臺北市北投區行義路臨115號,434,337,771,32,803,0,803,741,1544,52.01%,28.11%,21.83%,6.28,1.2877484425986354,0.25289530006553285,臺北市北投區31
臺北市士林區206,第15案,臺北市,士林區,社子里,"11,19-23",206,社福宮活動中心後側,臺北市士林區社中街210巷31號,390,246,636,39,675,0,675,723,1398,48.28%,27.90%,17.60%,10.3,1.585127996749289,0.46066515911560074,臺北市士林區206
臺北市士林區281,第15案,臺北市,士林區,天玉里,1-6,281,天母國小英語教室(七),臺北市士林區天玉街12號,370,477,847,39,886,0,886,699,1585,55.9%,23.34%,30.09%,-6.75,0.7757283588346259,-0.253952873129951,臺北市士林區281
臺北市大同區960,第15案,臺北市,大同區,民權里,7-12,960,雙蓮國小214教室,臺北市大同區錦西街51號,298,475,773,48,821,57,878,437,1315,62.43%,22.66%,36.12%,-13.46,0.6274468532940434,-0.46609630750884984,臺北市大同區960
臺北市松山區574,第15案,臺北市,松山區,中華里,"7,12-13,15-19",574,臺北市立圖書館啟明分館1樓,臺北市松山區敦化北路155巷76號1樓,316,671,987,30,1017,27,1044,775,1819,55.91%,17.37%,36.89%,-19.52,0.471017732081657,-0.7528595379426216,臺北市松山區574
臺北市松山區632,第15案,臺北市,松山區,敦化里,"11,14-15,17-19,29",632,敦化國小1年4班,臺北市松山區敦化北路2號,464,297,761,48,809,0,809,589,1398,57.87%,33.19%,21.24%,11.95,1.562100302928307,0.44603126377856817,臺北市松山區632
臺北市萬華區1140,第15案,臺北市,萬華區,糖?里,15-19,1140,臺糖倉庫C棟多功能推廣空間,臺北市萬華區大理街132之7號,287,390,677,39,716,0,716,472,1188,60.27%,24.16%,32.83%,-8.67,0.735965137144322,-0.30657252938559254,臺北市萬華區1140
臺南市中西區976,第15案,臺南市,中西區,府前里,"3,8-13",976,尊王公壇,臺南市中西區府前里尊王路125號,233,373,606,33,639,0,639,525,1164,54.9%,20.02%,32.04%,-12.02,0.624765478424015,-0.4703789341854008,臺南市中西區976
臺南市六甲區373,第15案,臺南市,六甲區,水林里,"1-4,8-11",373,水林里活動中心(左室),臺南市六甲區水林里民族街269號,317,185,502,25,527,0,527,649,1176,44.81%,26.96%,15.73%,11.23,1.7131280388978931,0.5383209619648499,臺南市六甲區373
臺南市北區862,第15案,臺南市,北區,東興里,1-6,862,東興社區活動中心 (南側),臺南市北區東興里小東路401巷51號之1,165,426,591,31,622,0,622,454,1076,57.81%,15.33%,39.59%,-24.26,0.3874677305796761,-0.9481227095797842,臺南市北區862
臺南市北門區202,第15案,臺南市,北門區,錦湖里,全里,202,錦湖國小,臺南市北門區錦湖里渡子頭75號,86,222,308,17,325,0,325,629,954,34.07%,9.01%,23.27%,-14.26,0.38766321476812243,-0.9476183194666967,臺南市北門區202
臺南市東區1168,第15案,臺南市,東區,富強里,1-13,1168,富強里活動中心,臺南市東區富強里裕農路446巷88號,749,405,1154,68,1222,0,1222,1016,2238,54.6%,33.47%,18.10%,15.37,1.8491730436929152,0.6147385357451923,臺南市東區1168
臺南市歸仁區1252,第15案,臺南市,歸仁區,文化里,1-7,1252,文化國小,臺南市歸仁區文化里文化街2段136號,258,551,809,38,847,0,847,672,1519,55.76%,16.98%,36.27%,-19.29,0.4683360551624025,-0.7585691741646214,臺南市歸仁區1252
臺南市永康區791,第15案,臺南市,永康區,西勢里,"14,16-19,21",791,西勢國小,臺南市永康區西勢里富強路一段278號,475,264,739,36,775,0,775,701,1476,52.51%,32.18%,17.89%,14.29,1.7989397955319955,0.5871974888897891,臺南市永康區791
臺南市鹽水區90,第15案,臺南市,鹽水區,月港里,1-5,90,永成戲院,臺南市鹽水區月港里過港21號,284,138,422,16,438,0,438,321,759,57.71%,37.42%,18.18%,19.24,2.0572049239681394,0.721348228444896,臺南市鹽水區90
苗栗縣後龍鎮226,第15案,苗栗縣,後龍鎮,北龍里,"1,6-10",226,北龍社區活動中心,苗栗縣後龍鎮北龍里東門街151號,287,127,414,27,441,0,441,291,732,60.25%,39.21%,17.35%,21.86,2.2588512981904016,0.81485640893161,苗栗縣後龍鎮226
苗栗縣苗栗市47,第15案,苗栗縣,苗栗市,嘉新里,10-15,47,嘉盛五文昌廟,苗栗縣苗栗市嘉新里嘉盛街155號,367,159,526,19,545,2,547,326,873,62.43%,42.04%,18.21%,23.83,2.3073538654934005,0.8361013551590475,苗栗縣苗栗市47
苗栗縣苗栗市65,第15案,苗栗縣,苗栗市,南勢里,"10-19,23",65,貓堳家學苑,苗栗縣苗栗市南勢里新勝8號,358,118,476,28,504,0,504,408,912,55.26%,39.25%,12.94%,26.31,3.0321761219305676,1.1092805538010706,苗栗縣苗栗市65
金門縣金城鎮11,第15案,金門縣,金城鎮,西門里,39-46,11,中正國小307教室,金門縣金城鎮西門里珠浦北路38號,153,461,614,17,631,0,631,1102,1733,36.41%,8.83%,26.60%,-17.77,0.33203209715896764,-1.1025236365490219,金門縣金城鎮11
雲林縣北港鎮274,第15案,雲林縣,北港鎮,光復里,1-14,274,建國國中(2年14班前棟教室),雲林縣北港鎮光復里大同路468號,135,311,446,35,481,0,481,263,744,64.65%,18.15%,41.80%,-23.65,0.4342655094824815,-0.8340991589374382,雲林縣北港鎮274
雲林縣崙背鄉301,第15案,雲林縣,崙背鄉,崙前村,"1-8,18",301,崙前村順天宮,雲林縣崙背鄉崙前村崙前村崙前70號,146,352,498,15,513,0,513,545,1058,48.49%,13.80%,33.27%,-19.47,0.41493893780176083,-0.8796239074043531,雲林縣崙背鄉301
雲林縣東勢鄉51,第15案,雲林縣,東勢鄉,月眉村,全村,51,月眉村活動中心,雲林縣東勢鄉月眉村月眉村月興路５號之４,153,331,484,56,540,0,540,667,1207,44.74%,12.68%,27.42%,-14.74,0.4623980670492298,-0.7713291418895626,雲林縣東勢鄉51
高雄市三民區1014,第15案,高雄市,三民區,安吉里,"1-6,10-12,24-25",1014,來來幼兒園辦公室,高雄市三民區慶雲街45號,359,637,996,20,1016,0,1016,673,1689,60.15%,21.26%,37.71%,-16.45,0.5636477789985873,-0.5733257278904054,高雄市三民區1014
高雄市三民區943,第15案,高雄市,三民區,寶德里,18-28,943,寶珠溝里活動中心,高雄市三民區壽昌路2號,298,628,926,28,954,0,954,686,1640,58.17%,18.17%,38.29%,-20.12,0.4746059544658494,-0.7452703887763092,高雄市三民區943
高雄市仁武區681,第15案,高雄市,仁武區,文武里,"16,32-33,37-40",681,文武里活動中心〈右側〉,高雄市仁武區文館路2號,265,509,774,47,821,1,822,489,1311,62.62%,20.21%,38.83%,-18.62,0.5207228442349244,-0.6525373476133104,高雄市仁武區681
高雄市前鎮區1488,第15案,高雄市,前鎮區,草衙里,"26-28,36-38",1488,佛公天后宮左側,高雄市前鎮區天后街34號,600,299,899,54,953,0,953,823,1776,53.66%,33.78%,16.84%,16.94,2.0063523905048477,0.6963183423595647,高雄市前鎮區1488
高雄市大寮區1692,第15案,高雄市,大寮區,拷潭里,"1-4,6-8,17",1692,拷潭里保福宮,高雄市大寮區拷潭路35號,120,225,345,25,370,0,370,357,727,50.89%,16.51%,30.95%,-14.44,0.5335406486006219,-0.6282200188267488,高雄市大寮區1692
高雄市大寮區1715,第15案,高雄市,大寮區,前庄里,9-16,1715,前庄里社區活動中心右側,高雄市大寮區前庄路39號,225,502,727,37,764,0,764,489,1253,60.97%,17.96%,40.06%,-22.1,0.448317068313085,-0.8022545551279734,高雄市大寮區1715
高雄市小港區1627,第15案,高雄市,小港區,三苓里,"1-5,12,15-16",1627,高雄市立空中大學社團多功能活動區,高雄市小港區大業北路436號,527,258,785,29,814,0,814,577,1391,58.52%,37.89%,18.55%,19.34,2.0422316931421927,0.7140431771365928,高雄市小港區1627
高雄市岡山區286,第15案,高雄市,岡山區,台上里,"11-13,16,25",286,昌安宮(台上幼兒園),高雄市岡山區台上路37號,239,585,824,43,867,0,867,543,1410,61.49%,16.95%,41.49%,-24.54,0.4086480943428473,-0.8949008983299115,高雄市岡山區286
高雄市彌陀區368,第15案,高雄市,彌陀區,文安里,13-21,368,壽齡國小（2年1班）,高雄市彌陀區國校路1號,155,293,448,55,503,0,503,322,825,60.97%,18.79%,35.52%,-16.73,0.5291709314227225,-0.6364437775343538,高雄市彌陀區368
高雄市彌陀區369,第15案,高雄市,彌陀區,過港里,全里,369,鹽埕、過港社區康樂室,高雄市彌陀區鹽港二路53-6號,129,340,469,60,529,0,529,412,941,56.22%,13.71%,36.13%,-22.42,0.3795942369891208,-0.968652394160553,高雄市彌陀區369
高雄市新興區1116,第15案,高雄市,新興區,文昌里,8-20,1116,信義國小一年四班教室,高雄市新興區中正三路32號,493,298,791,41,832,0,832,396,1228,67.75%,40.15%,24.27%,15.88,1.6541429050654142,0.5032829925460546,高雄市新興區1116
高雄市旗山區78,第15案,高雄市,旗山區,東平里,10-15,78,東平、東昌社區活動中心,高雄市旗山區興中路137巷5號,185,345,530,40,570,0,570,455,1025,55.61%,18.05%,33.66%,-15.61,0.5363662706461895,-0.622938010524506,高雄市旗山區78
高雄市旗津區885,第15案,高雄市,旗津區,中興里,1-8,885,鳳山寺,高雄市旗津區旗津二路257號,440,222,662,28,690,0,690,525,1215,56.79%,36.21%,18.27%,17.94,1.9815398469158039,0.6838742429166641,高雄市旗津區885
高雄市林園區1791,第15案,高雄市,林園區,港埔里,"1-5,12",1791,康奉宮辦公室(左側),高雄市林園區港埔二路128號-1,164,353,517,24,541,0,541,414,955,56.65%,17.17%,36.96%,-19.79,0.46474086661002545,-0.7662753048382956,高雄市林園區1791
高雄市梓官區388,第15案,高雄市,梓官區,大舍里,28-36,388,梓官教會(飛揚福利服務協會梓官工作站),高雄市梓官區大舍西路16號,184,411,595,37,632,0,632,441,1073,58.9%,17.15%,38.30%,-21.15,0.4478229141328144,-0.8033574056648006,高雄市梓官區388
高雄市苓雅區1245,第15案,高雄市,苓雅區,正道里,"11,19-24",1245,中正國小二年5班(519教室),高雄市苓雅區輔仁路100號,537,219,756,37,793,0,793,514,1307,60.67%,41.09%,16.76%,24.33,2.4513920584208124,0.8966560503099928,高雄市苓雅區1245
高雄市茄萣區136,第15案,高雄市,茄萣區,嘉安里,全里,136,茄萣國小(賜福樓一年仁班教室),高雄市茄萣區茄萣路二段307號,615,288,903,87,990,0,990,795,1785,55.46%,34.45%,16.13%,18.32,2.1350225616105516,0.7584772141238396,高雄市茄萣區136
高雄市路竹區196,第15案,高雄市,路竹區,竹西里,"1-16,20",196,東嶽宮,高雄市路竹區文化路１０巷１號,182,381,563,44,607,1,608,462,1070,56.73%,17.01%,35.61%,-18.6,0.47782734190501175,-0.7385058211462524,高雄市路竹區196
高雄市阿蓮區216,第15案,高雄市,阿蓮區,石安里,全里,216,石安社區活動中心,高雄市阿蓮區石安72號,372,222,594,37,631,0,631,668,1299,48.58%,28.64%,17.09%,11.55,1.675371454299865,0.5160349044521951,高雄市阿蓮區216
高雄市鳳山區1335,第15案,高雄市,鳳山區,中和里,8-19,1335,三子亭（左側廟堂）,高雄市鳳山區信義街303之1號,180,450,630,43,673,0,673,454,1127,59.72%,15.97%,39.93%,-23.96,0.40013330371028655,-0.9159575281169767,高雄市鳳山區1335
高雄市鳳山區1373,第15案,高雄市,鳳山區,國泰里,"15-21,25-27",1373,忠孝國小(104教室),高雄市鳳山區國富路６３０號,279,500,779,55,834,0,834,492,1326,62.9%,21.04%,37.71%,-16.67,0.5580883823235353,-0.5832379378825815,高雄市鳳山區1373
高雄市鳳山區1418,第15案,高雄市,鳳山區,中榮里,8-13,1418,中崙國中(理化教室),高雄市鳳山區中崙二路487號,410,182,592,30,622,0,622,404,1026,60.62%,39.96%,17.74%,22.22,2.252059308072488,0.8118450456644515,高雄市鳳山區1418
高雄市鳳山區1463,第15案,高雄市,鳳山區,南成里,15-22,1463,松青幼兒園(入園左側教室),高雄市鳳山區福安二街109號,241,514,755,79,834,0,834,558,1392,59.91%,17.31%,36.93%,-19.62,0.4689749076055242,-0.7572060138743337,高雄市鳳山區1463
高雄市鹽埕區849,第15案,高雄市,鹽埕區,中山里,全里,849,鹽埕國小志工室,高雄市鹽埕區五福四路183號,439,174,613,23,636,0,636,420,1056,60.23%,41.57%,16.48%,25.09,2.522113727742677,0.9250973307935285,高雄市鹽埕區849
